"Collection_number","CBG_ACC_BOOL","Scientific_name","Binomial","Binomial_authority_issues","Infra_auth_issues","Project_name","Site_name","latitude_dd","longitude_dd","Datum","Primary_Collector","Associated_Collectors","Habitat","Fide","Determined_by","Aspect","Slope","Notes","latitude_dms","longitude_dms","Long_AutoFill_Flag","Lat_AutoFill_Flag","datum","Country","State","County","Feature","Mang_Name","Unit_Nm","trs","Gen","elevation_m","elevation_ft","aspect","slope","geomorphon","geology","physical_environ","Site","Allotment","Full_name","Name_authority","Genus","Epithet","Infrarank","Infraspecies","Associates","Vegetation","Date_digital","Date_digital_ymd","Date_digital_day","Date_digital_mo","Date_digital_yr","Date_digital_text","Determined_date","Determined_date_ymd","Determined_date_day","Determined_date_mo","Determined_date_yr","Determined_date_text","POW_Query","Family","POW_Name_authority","POW_Full_name","Binomial_authority","POW_Genus","POW_Epithet","POW_Infrarank","POW_Infraspecies","Infraspecific_authority","Directions_BL"
2100,NA,"Shoshonea pulvinata","Shoshonea pulvinata",NA,NA,"flora of Wyoming","Cedar Peak",44.49646,-109.15854,"NAD83","Reed Clark Benkendorf",NA,"Fissures in limestone bedrock generally on flat bench features, or growing in thin poorly developed soils and gravel over bedrock.","Vascular Plants of Wyoming 3rd","R.C. Benkendorf",332,14,NA,"N 44°29'47","W 109°9'31",NA,NA,"WGS84","U.S.A.","Wyoming","Park","Central Absaroka Range","BLM","Cody FO","52N 102W 07","U.S.A., Wyoming, Park Co., Central Absaroka Range, BLM Cody FO 52N 102W 07","2,319","7,610",332,14,"slope","Sedimentary, undifferentiated","At 7,610 ft (2,319 m), on a slope, 14° slo. 332° asp.; geology: Sedimentary, undifferentiated.","Cedar mtn.","Cedar Mountain","Shoshonea pulvinata","Shoshonea pulvinata Evert & Constance","Shoshonea","pulvinata",NA,NA,"NA","Astragalus miser, Sedum sp., Ribes sp., Achillea millefolium, Arenaria nuttallii","07.07.2019",2019-07-07,7,7,2019,"7 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Shoshonea pulvinata","Apiaceae","Shoshonea pulvinata Evert & Constance","Shoshonea pulvinata","Evert & Constance","Shoshonea","pulvinata",NA,NA,NA,"30mins from Cody WY via US-14 W/US-16 W/US-20 W and Spirit Mountain Rd. Turn R at the 1st cross street on Sheridan Ave 0.7 mi. Con't on 8th St 0.5 mi. Con't to follow US-14 W/US-16 W/US-20 W 2.7 mi. Turn L on Spirit Mountain Rd 4.8 mi. Slight left 0.3 mi. Head to Cedar mtn."
2101,NA,"Eremogone hookeri","Eremogone hookeri","Nutt. Ex. Torr -? ",NA,"flora of Wyoming","Cedar Peak",44.49646,-109.15854,"NAD83","Reed Clark Benkendorf",NA,"Fissures in limestone bedrock generally on flat bench features, or growing in thin poorly developed soils and gravel over bedrock.","Vascular Plants of Wyoming 3rd","R.C. Benkendorf",332,14,NA,"N 44°29'47","W 109°9'31",NA,NA,"WGS84","U.S.A.","Wyoming","Park","Central Absaroka Range","BLM","Cody FO","52N 102W 07","U.S.A., Wyoming, Park Co., Central Absaroka Range, BLM Cody FO 52N 102W 07","2,319","7,610",332,14,"slope","Sedimentary, undifferentiated","At 7,610 ft (2,319 m), on a slope, 14° slo. 332° asp.; geology: Sedimentary, undifferentiated.","Cedar mtn.","Cedar Mountain","Eremogone hookeri","Eremogone hookeri (Nutt.) W.A.Weber","Eremogone","hookeri",NA,NA,"NA","Astragalus miser, Sedum sp., Ribes sp., Achillea millefolium, Arenaria nuttallii","07.07.2019",2019-07-07,7,7,2019,"7 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Eremogone hookeri","Caryophyllaceae","Eremogone hookeri (Nutt.) W.A.Weber","Eremogone hookeri","(Nutt.) W.A.Weber","Eremogone","hookeri",NA,NA,NA,"30mins from Cody WY via US-14 W/US-16 W/US-20 W and Spirit Mountain Rd. Turn R at the 1st cross street on Sheridan Ave 0.7 mi. Con't on 8th St 0.5 mi. Con't to follow US-14 W/US-16 W/US-20 W 2.7 mi. Turn L on Spirit Mountain Rd 4.8 mi. Slight left 0.3 mi. Head to Cedar mtn."
2104,NA,"Rhamnus cathartica","Rhamnus cathartica",NA,NA,"MTNHP Aquatic AIM","Crystal Creek",42.71393,-112.50407,"NAD83","Reed Clark Benkendorf",NA,"Growing on deeply incised but revegated creek banks in open mixed-wood riparian understory","Vascular Plants of Wyoming 3rd","R.C. Benkendorf",270,7,NA,"N 42°42'50","W 112°30'15",NA,NA,"WGS84","U.S.A.","Idaho","Power","Bannock Range","BLM","Pocatello FO","8S 34E 20","U.S.A., Idaho, Power Co., Bannock Range, BLM Pocatello FO 8S 34E 20","1,741","5,710",270,7,"valley","Sedimentary, undifferentiated","At 5,710 ft (1,741 m), in a valley, 7° slo. 270° asp.; geology: Sedimentary, undifferentiated.","1.6mi at 106° from Little Midnight crk.","Crystal-1","Rhamnus cathartica","Rhamnus cathartica L.","Rhamnus","cathartica",NA,NA,"NA","Populus tremuloides, Salix bebbiana, Symphoricarpos albus, Rosa woodsii, Geranium richardsonii, Equisetum sp.","07.13.2019",2019-07-13,13,7,2019,"13 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Rhamnus cathartica","Rhamnaceae","Rhamnus cathartica L.","Rhamnus cathartica","L.","Rhamnus","cathartica",NA,NA,NA,"50mins from Pocatello ID via Arbon Valley Hwy. Head northwest on N Main St toward W Clark St 2.5 mi. Turn L on US-30 W 3.2 mi. Turn L to merge on I-86 W/US-30 W toward Airport/American Falls/Twin Falls 5.3 mi. Take exit 52 toward Arbon Valley 0.2 mi. Con't to follow Arbon Valley Hwy 13.6 mi. Turn L on Lower Rattlesnake Rd 3.1 mi. Turn L on Crystal Creek Rd 1.1 mi. Turn left 0.8 mi. Slight left 0.1 mi. Head to Little Midnight crk."
2105,NA,"Juncus confusus","Juncus confusus",NA,NA,"MTNHP flora of Montana","Mission Mtns vic.",47.3315,-113.7376,"NAD83","Reed Clark Benkendorf",NA,"Old closed revegetated roadbed (under prominent roadcut) among open spruce forest-dry meadows","Flora of the PNW 2nd","R.C. Benkendorf",157,20,NA,"N 47°19'53","W 113°44'15",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Mission Range","USFS","Flathead NF","18N 17W 11","U.S.A., Montana, Missoula Co., Mission Range, USFS Flathead NF 18N 17W 11","1,634","5,360",157,20,"slope","Metamorphic, sedimentary clastic","At 5,360 ft (1,634 m), on a slope, 20° slo. 157° asp.; geology: Metamorphic, sedimentary clastic.","1.8mi at 138° from Meadow lk.",NA,"Juncus confusus","Juncus confusus Coville","Juncus","confusus",NA,NA,"NA","Agrostis sp., Bromus inermis, Gnaphalium palustre, Polygonum polygaloides, Plagiobothrys cognatus, Veronica verna","07.19.2019",2019-07-19,19,7,2019,"19 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Juncus confusus","Juncaceae","Juncus confusus Coville","Juncus confusus","Coville","Juncus","confusus",NA,NA,NA,"2.3 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 51.2 mi. Turn R on Beaver Creek Rd 1.9 mi. Keep right 5.5 mi. Head to Meadow lk."
2107,NA,"Gnaphalium palustre","Gnaphalium palustre","Nutt -? ",NA,"MTNHP flora of Montana","Mission Mtns vic.",47.3315,-113.7376,"NAD83","Reed Clark Benkendorf",NA,"Old closed revegetated roadbed (under prominent roadcut) among open spruce forest-dry meadows","Flora of the PNW 2nd","R.C. Benkendorf",157,20,NA,"N 47°19'53","W 113°44'15",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Mission Range","USFS","Flathead NF","18N 17W 11","U.S.A., Montana, Missoula Co., Mission Range, USFS Flathead NF 18N 17W 11","1,634","5,360",157,20,"slope","Metamorphic, sedimentary clastic","At 5,360 ft (1,634 m), on a slope, 20° slo. 157° asp.; geology: Metamorphic, sedimentary clastic.","1.8mi at 138° from Meadow lk.",NA,"Gnaphalium palustre","Gnaphalium palustre Nutt.","Gnaphalium","palustre",NA,NA,"NA","Agrostis sp., Bromus inermis, Polygonum polygaloides, Plagiobothrys cognatus, Veronica verna","07.19.2019",2019-07-19,19,7,2019,"19 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Gnaphalium palustre","Asteraceae","Gnaphalium palustre Nutt.","Gnaphalium palustre","Nutt.","Gnaphalium","palustre",NA,NA,NA,"2.3 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 51.2 mi. Turn R on Beaver Creek Rd 1.9 mi. Keep right 5.5 mi. Head to Meadow lk."
2108,NA,"Polygonum polygonoides ssp. kelloggii","Polygonum polygonoides",NA,NA,"MTNHP flora of Montana","Mission Mtns vic.",47.3315,-113.7376,"NAD83","Reed Clark Benkendorf",NA,"Old closed revegetated roadbed (under prominent roadcut) among open spruce forest-dry meadows","Flora of the PNW 2nd","R.C. Benkendorf",157,20,NA,"N 47°19'53","W 113°44'15",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Mission Range","USFS","Flathead NF","18N 17W 11","U.S.A., Montana, Missoula Co., Mission Range, USFS Flathead NF 18N 17W 11","1,634","5,360",157,20,"slope","Metamorphic, sedimentary clastic","At 5,360 ft (1,634 m), on a slope, 20° slo. 157° asp.; geology: Metamorphic, sedimentary clastic.","1.8mi at 138° from Meadow lk.",NA,"Polygonum polygaloides subsp. kelloggii","Polygonum polygaloides Meisn. subsp. kelloggii (Greene) J.C.Hickman","Polygonum","polygaloides","subsp.","kelloggii","NA","Agrostis sp., Bromus inermis, Gnaphalium palustre, Plagiobothrys cognatus, Veronica verna","07.19.2019",2019-07-19,19,7,2019,"19 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Polygonum polygaloides subsp. kelloggii","Polygonaceae","Polygonum polygaloides Meisn. subsp. kelloggii (Greene) J.C.Hickman","Polygonum polygaloides subsp. kelloggii","Meisn.","Polygonum","polygaloides","subsp.","kelloggii","(Greene) J.C.Hickman","2.3 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 51.2 mi. Turn R on Beaver Creek Rd 1.9 mi. Keep right 5.5 mi. Head to Meadow lk."
2109,NA,"Polygonum polygonoides ssp. confertiflorum","Polygonum polygonoides",NA,"ex Piper -? ","MTNHP flora of Montana","Mission Mtns vic.",47.3315,-113.7376,"NAD83","Reed Clark Benkendorf",NA,"Old closed revegetated roadbed (under prominent roadcut) among open spruce forest-dry meadows","Flora of the PNW 2nd","R.C. Benkendorf",157,20,NA,"N 47°19'53","W 113°44'15",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Mission Range","USFS","Flathead NF","18N 17W 11","U.S.A., Montana, Missoula Co., Mission Range, USFS Flathead NF 18N 17W 11","1,634","5,360",157,20,"slope","Metamorphic, sedimentary clastic","At 5,360 ft (1,634 m), on a slope, 20° slo. 157° asp.; geology: Metamorphic, sedimentary clastic.","1.8mi at 138° from Meadow lk.",NA,"Polygonum polygaloides subsp. confertiflorum","Polygonum polygaloides Meisn. subsp. confertiflorum (Nutt. ex Piper) J.C.Hickman","Polygonum","polygaloides","subsp.","confertiflorum","NA","Agrostis sp., Bromus inermis, Gnaphalium palustre, Plagiobothrys cognatus, Veronica verna","07.19.2019",2019-07-19,19,7,2019,"19 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Polygonum polygaloides subsp. confertiflorum","Polygonaceae","Polygonum polygaloides Meisn. subsp. confertiflorum (Nutt. ex Piper) J.C.Hickman","Polygonum polygaloides subsp. confertiflorum","Meisn.","Polygonum","polygaloides","subsp.","confertiflorum","(Nutt. ex Piper) J.C.Hickman","2.3 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 51.2 mi. Turn R on Beaver Creek Rd 1.9 mi. Keep right 5.5 mi. Head to Meadow lk."
2110,NA,"Plagiobothrys cognatus","Plagiobothrys cognatus",NA,NA,"MTNHP flora of Montana","Mission Mtns vic.",47.3315,-113.7376,"NAD83","Reed Clark Benkendorf",NA,"Old closed revegetated roadbed (under prominent roadcut) among open spruce forest-dry meadows","Flora of the PNW 2nd","R.C. Benkendorf",157,20,NA,"N 47°19'53","W 113°44'15",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Mission Range","USFS","Flathead NF","18N 17W 11","U.S.A., Montana, Missoula Co., Mission Range, USFS Flathead NF 18N 17W 11","1,634","5,360",157,20,"slope","Metamorphic, sedimentary clastic","At 5,360 ft (1,634 m), on a slope, 20° slo. 157° asp.; geology: Metamorphic, sedimentary clastic.","1.8mi at 138° from Meadow lk.",NA,"Plagiobothrys cognatus","Plagiobothrys cognatus (Hook. & Arn.) I.M.Johnst.","Plagiobothrys","cognatus",NA,NA,"NA","Agrostis sp., Bromus inermis, Gnaphalium palustre, Polygonum polygaloides, Veronica verna","07.19.2019",2019-07-19,19,7,2019,"19 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Plagiobothrys cognatus","Boraginaceae","Plagiobothrys scouleri (Hook. & Arn.) I.M.Johnst. var. scouleri","Plagiobothrys scouleri var. scouleri","(Hook. & Arn.) I.M.Johnst.","Plagiobothrys","scouleri","var.","scouleri",NA,"2.3 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 51.2 mi. Turn R on Beaver Creek Rd 1.9 mi. Keep right 5.5 mi. Head to Meadow lk."
2111,NA,"Penstemon wilcoxii","Penstemon wilcoxii",NA,NA,"MTNHP flora of Montana","Mission Mtns vic.",47.3315,-113.7376,"NAD83","Reed Clark Benkendorf",NA,"Old closed revegetated roadbed (under prominent roadcut) among open spruce forest-dry meadows","Flora of the PNW 2nd","R.C. Benkendorf",157,20,NA,"N 47°19'53","W 113°44'15",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Mission Range","USFS","Flathead NF","18N 17W 11","U.S.A., Montana, Missoula Co., Mission Range, USFS Flathead NF 18N 17W 11","1,634","5,360",157,20,"slope","Metamorphic, sedimentary clastic","At 5,360 ft (1,634 m), on a slope, 20° slo. 157° asp.; geology: Metamorphic, sedimentary clastic.","1.8mi at 138° from Meadow lk.",NA,"Penstemon wilcoxii","Penstemon wilcoxii Rydb.","Penstemon","wilcoxii",NA,NA,"NA","Agrostis sp., Bromus inermis, Gnaphalium palustre, Polygonum polygaloides, Plagiobothrys cognatus, Veronica verna","07.19.2019",2019-07-19,19,7,2019,"19 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Penstemon wilcoxii","Plantaginaceae","Penstemon wilcoxii Rydb.","Penstemon wilcoxii","Rydb.","Penstemon","wilcoxii",NA,NA,NA,"2.3 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 51.2 mi. Turn R on Beaver Creek Rd 1.9 mi. Keep right 5.5 mi. Head to Meadow lk."
2112,NA,"Veronica verna","Veronica verna",NA,NA,"MTNHP flora of Montana","Mission Mtns vic.",47.3315,-113.7376,"NAD83","Reed Clark Benkendorf",NA,"Old closed revegetated roadbed (under prominent roadcut) among open spruce forest-dry meadows","Flora of the PNW 2nd","R.C. Benkendorf",157,20,NA,"N 47°19'53","W 113°44'15",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Mission Range","USFS","Flathead NF","18N 17W 11","U.S.A., Montana, Missoula Co., Mission Range, USFS Flathead NF 18N 17W 11","1,634","5,360",157,20,"slope","Metamorphic, sedimentary clastic","At 5,360 ft (1,634 m), on a slope, 20° slo. 157° asp.; geology: Metamorphic, sedimentary clastic.","1.8mi at 138° from Meadow lk.",NA,"Veronica verna","Veronica verna L.","Veronica","verna",NA,NA,"NA","Agrostis sp., Bromus inermis, Gnaphalium palustre, Polygonum polygaloides, Plagiobothrys cognatus","07.19.2019",2019-07-19,19,7,2019,"19 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Veronica verna","Plantaginaceae","Veronica verna L.","Veronica verna","L.","Veronica","verna",NA,NA,NA,"2.3 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 51.2 mi. Turn R on Beaver Creek Rd 1.9 mi. Keep right 5.5 mi. Head to Meadow lk."
2113,NA,"Antennaria microphylla","Antennaria microphylla",NA,NA,"MTNHP Aquatic AIM","Bradshaw Creek",44.09869,-114.0719,"NAD83","Reed Clark Benkendorf","H. Szczygiel, C. Miller","Growing in open meadows dry meadows amid aspen-salix riparian area","Flora of the PNW 2nd","R.C. Benkendorf",59,8,NA,"N 44°5'55","W 114°4'19",NA,NA,"WGS84","U.S.A.","Idaho","Custer","Boulder Mountains","BLM","Challis FO","9N 20E 22","U.S.A., Idaho, Custer Co., Boulder Mountains, BLM Challis FO 9N 20E 22","2,296","7,530",59,8,"slope","Igneous, volcanic","At 7,530 ft (2,296 m), on a slope, 8° slo. 59° asp.; geology: Igneous, volcanic.","1mi at 289° from North fk. Sage crk.","Sage Creek","Antennaria microphylla","Antennaria microphylla Rydb.","Antennaria","microphylla",NA,NA,"NA","Artemisia tridentata, Salix spp.","07.27.2019",2019-07-27,27,7,2019,"27 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Antennaria microphylla","Asteraceae","Antennaria microphylla Rydb.","Antennaria microphylla","Rydb.","Antennaria","microphylla",NA,NA,NA,"1.3 hrs from Clayton ID via Road Creek Rd/Walker Way. Head east on ID-75 N toward Ford St 4.3 mi. Turn R on E Fork Rd 6.7 mi. Turn L on Road Creek Rd/Walker Way 11.9 mi. Turn right 4.5 mi. Head to North fk. Sage crk."
2114,NA,"Cymopterus ibapensis","Cymopterus ibapensis",NA,NA,"PENA clade","Sage Creek",44.09984,-114.06618,"NAD83","Reed Clark Benkendorf","H. Szczygiel, C. Miller","Open terraces along ridgeline where black sage replaces wyoming sage. Areas of low vegetative cover. Plants dominant in areas and abundant","Flora of the PNW 2nd","R.C. Benkendorf",126,8,NA,"N 44°5'59","W 114°3'58",NA,NA,"WGS84","U.S.A.","Idaho","Custer","Boulder Mountains","BLM","Challis FO","9N 20E 23","U.S.A., Idaho, Custer Co., Boulder Mountains, BLM Challis FO 9N 20E 23","2,256","7,400",126,8,"slope","Sedimentary, undifferentiated","At 7,400 ft (2,256 m), on a slope, 8° slo. 126° asp.; geology: Sedimentary, undifferentiated.","0.8mi at 301° from North fk. Sage crk.","Sage Creek","Cymopterus ibapensis","Cymopterus ibapensis S.Watson (M.E.Jones) Cronquist","Cymopterus","ibapensis",NA,NA,"NA","Artemisia nova","07.27.2019",2019-07-27,27,7,2019,"27 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Cymopterus ibapensis","Apiaceae","Cymopterus longipes S.Watson var. ibapensis (M.E.Jones) Cronquist","Cymopterus longipes var. ibapensis","S.Watson","Cymopterus","longipes","var.","ibapensis","(M.E.Jones) Cronquist","1.3 hrs from Clayton ID via Road Creek Rd/Walker Way. Head east on ID-75 N toward Ford St 4.3 mi. Turn R on E Fork Rd 6.7 mi. Turn L on Road Creek Rd/Walker Way 11.9 mi. Turn right 4.7 mi. Head to North fk. Sage crk."
2115,NA,"Oenothera caespitosa","Oenothera caespitosa",NA,NA,"Landscapes of Linalool","East Fork Salmon River (Sheep Creek vic.)",44.07726,-114.45653,"NAD83","Reed Clark Benkendorf","H. Szczygiel, C. Miller","Thin layer of basalt talus overlying tuff","Flora of the PNW 2nd","R.C. Benkendorf",293,5,NA,"N 44°4'38","W 114°27'23",NA,NA,"WGS84","U.S.A.","Idaho","Custer","White Cloud Mountains","BLM","Challis FO","9N 17E 28","U.S.A., Idaho, Custer Co., White Cloud Mountains, BLM Challis FO 9N 17E 28","1,897","6,220",293,5,"valley","Igneous, volcanic","At 6,220 ft (1,897 m), in a valley, 5° slo. 293° asp.; geology: Igneous, volcanic.","Sheep crk.","East Fork","Oenothera caespitosa","Oenothera caespitosa (Meyen) Lievens & Hoch","Oenothera","caespitosa",NA,NA,"NA","Mentzelia laevicaulis, Phacelia hastata","07.27.2019",2019-07-27,27,7,2019,"27 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Oenothera caespitosa","Onagraceae","Epilobium subdentatum (Meyen) Lievens & Hoch","Epilobium subdentatum","(Meyen) Lievens & Hoch","Epilobium","subdentatum",NA,NA,NA,"1 hr from Clayton ID via E Fork Rd. Head east on ID-75 N toward Ford St 4.3 mi. Turn R on E Fork Rd 20.7 mi. Head to Sheep crk."
2116,NA,"Carex pellita","Carex pellita","Muhl. Ex Willd. -? ",NA,"MTNHP Aquatic AIM","East Fork Salmon River (Sheep Creek vic.)",44.07726,-114.45653,"NAD83","Reed Clark Benkendorf","H. Szczygiel, C. Miller","Sandy-cobble bars, terraces, and channels in floodplain","Flora of the PNW 2nd","R.C. Benkendorf",293,5,NA,"N 44°4'38","W 114°27'23",NA,NA,"WGS84","U.S.A.","Idaho","Custer","White Cloud Mountains","BLM","Challis FO","9N 17E 28","U.S.A., Idaho, Custer Co., White Cloud Mountains, BLM Challis FO 9N 17E 28","1,897","6,220",293,5,"valley","Igneous, volcanic","At 6,220 ft (1,897 m), in a valley, 5° slo. 293° asp.; geology: Igneous, volcanic.","Sheep crk.","East Fork","Carex pellita","Carex pellita Muhl. ex Willd.","Carex","pellita",NA,NA,"Symphyotrichum subspicatum, Angelica capitellata, Solidago lepida, Cerastium fontanum, Astragalus robbinsii","Picea engelmannii, Salix spp.","07.29.2019",2019-07-29,29,7,2019,"29 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Carex pellita","Cyperaceae","Carex pellita Muhl. ex Willd.","Carex pellita","Muhl. ex Willd.","Carex","pellita",NA,NA,NA,"1 hr from Clayton ID via E Fork Rd. Head east on ID-75 N toward Ford St 4.3 mi. Turn R on E Fork Rd 20.7 mi. Head to Sheep crk."
2117,NA,"Astragalus robbinsii","Astragalus robbinsii",NA,NA,"MTNHP Aquatic AIM","East Fork Salmon River (Sheep Creek vic.)",44.07726,-114.45653,"NAD83","Reed Clark Benkendorf","H. Szczygiel, C. Miller","Sandy-cobble bars, terraces, and channels in floodplain","Flora of the PNW 2nd","R.C. Benkendorf",293,5,NA,"N 44°4'38","W 114°27'23",NA,NA,"WGS84","U.S.A.","Idaho","Custer","White Cloud Mountains","BLM","Challis FO","9N 17E 28","U.S.A., Idaho, Custer Co., White Cloud Mountains, BLM Challis FO 9N 17E 28","1,897","6,220",293,5,"valley","Igneous, volcanic","At 6,220 ft (1,897 m), in a valley, 5° slo. 293° asp.; geology: Igneous, volcanic.","Sheep crk.","East Fork","Astragalus robbinsii","Astragalus robbinsii (Oakes) A.Gray","Astragalus","robbinsii",NA,NA,"Symphyotrichum subspicatum, Angelica capitellata, Solidago lepida, Cerastium fontanum","Picea engelmannii, Salix spp., Carex pellita","07.29.2019",2019-07-29,29,7,2019,"29 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Astragalus robbinsii","Fabaceae","Astragalus robbinsii (Oakes) A.Gray","Astragalus robbinsii","(Oakes) A.Gray","Astragalus","robbinsii",NA,NA,NA,"1 hr from Clayton ID via E Fork Rd. Head east on ID-75 N toward Ford St 4.3 mi. Turn R on E Fork Rd 20.7 mi. Head to Sheep crk."
2118,NA,"Symphyotrichum subspicatum","Symphyotrichum subspicatum",NA,NA,"MTNHP Aquatic AIM","East Fork Salmon River (Sheep Creek vic.)",44.07726,-114.45653,"NAD83","Reed Clark Benkendorf","H. Szczygiel, C. Miller","Sandy-cobble bars, terraces, and channels in floodplain","Flora of the PNW 2nd","R.C. Benkendorf",293,5,NA,"N 44°4'38","W 114°27'23",NA,NA,"WGS84","U.S.A.","Idaho","Custer","White Cloud Mountains","BLM","Challis FO","9N 17E 28","U.S.A., Idaho, Custer Co., White Cloud Mountains, BLM Challis FO 9N 17E 28","1,897","6,220",293,5,"valley","Igneous, volcanic","At 6,220 ft (1,897 m), in a valley, 5° slo. 293° asp.; geology: Igneous, volcanic.","Sheep crk.","East Fork","Symphyotrichum subspicatum","Symphyotrichum subspicatum (Nees) G.L.Nesom","Symphyotrichum","subspicatum",NA,NA,"Angelica capitellata, Solidago lepida, Cerastium fontanum, Astragalus robbinsii","Picea engelmannii, Salix spp., Carex pellita","07.29.2019",2019-07-29,29,7,2019,"29 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Symphyotrichum subspicatum","Asteraceae","Symphyotrichum subspicatum (Nees) G.L.Nesom","Symphyotrichum subspicatum","(Nees) G.L.Nesom","Symphyotrichum","subspicatum",NA,NA,NA,"1 hr from Clayton ID via E Fork Rd. Head east on ID-75 N toward Ford St 4.3 mi. Turn R on E Fork Rd 20.7 mi. Head to Sheep crk."
2120,NA,"Angelica capitellatum","Angelica capitellatum","& S.R. Downie -? ",NA,"MTNHP Aquatic AIM","East Fork Salmon River (Sheep Creek vic.)",44.07726,-114.45653,"NAD83","Reed Clark Benkendorf","H. Szczygiel, C. Miller","Riparian forests on thin soils","Flora of the PNW 2nd","R.C. Benkendorf",293,5,NA,"N 44°4'38","W 114°27'23",NA,NA,"WGS84","U.S.A.","Idaho","Custer","White Cloud Mountains","BLM","Challis FO","9N 17E 28","U.S.A., Idaho, Custer Co., White Cloud Mountains, BLM Challis FO 9N 17E 28","1,897","6,220",293,5,"valley","Igneous, volcanic","At 6,220 ft (1,897 m), in a valley, 5° slo. 293° asp.; geology: Igneous, volcanic.","Sheep crk.","East Fork","Angelica capitellata","Angelica capitellata (A.Gray) Spalik, Reduron & S.R.Downie","Angelica","capitellata",NA,NA,"Symphyotrichum subspicatum, Solidago lepida, Cerastium fontanum, Astragalus robbinsii","Picea engelmannii, Salix spp., Carex pellita","07.29.2019",2019-07-29,29,7,2019,"29 Jul, 2019","12.31.2019",2019-12-31,31,12,2019,"31 Dec, 2019","Angelica capitellata","Apiaceae","Angelica capitellata (A.Gray) Spalik, Reduron & S.R.Downie","Angelica capitellata","(A.Gray) Spalik, Reduron & S.R.Downie","Angelica","capitellata",NA,NA,NA,"1 hr from Clayton ID via E Fork Rd. Head east on ID-75 N toward Ford St 4.3 mi. Turn R on E Fork Rd 20.7 mi. Head to Sheep crk."
